record_index,layer,classification,sources,title,year,venue,doi,url,archive_reason,relevance_score
2250,archive,openalex_only,OpenAlex,Quantifying the microstructure of 4D printed materials for soft robotics,2025,European Synchrotron Radiation Facility,10.15151/esrf-es-2268040401,https://doi.org/10.15151/esrf-es-2268040401,low_relevance,1
2251,archive,crossref_only,Crossref,Quality assurance via a cyber physical system of a PBF-LB/M machine,2025,Progress in Additive Manufacturing,10.1007/s40964-025-00978-w,https://doi.org/10.1007/s40964-025-00978-w,low_relevance,1
2252,archive,crossref_only,Crossref,Prospects of Direct Ink Writing Fabrication of PVA-Graphite Porous Structure for Battery Applications,2025,Volume 1: Additive Manufacturing &amp; 3D Printing,10.1115/imece-india2025-161364,https://doi.org/10.1115/imece-india2025-161364,low_relevance,1
2253,archive,crossref_only,Crossref,Programmable spontaneous liquid transport enabled by heterogeneous wettability via multi-material 3D printing,2025,Venue unknown,10.2139/ssrn.5937697,https://doi.org/10.2139/ssrn.5937697,low_relevance,1
2254,archive,openalex_only,OpenAlex,Processable subnanowire-liquid crystal ink for encryption and anti-counterfeiting,2025,Nano Research,10.26599/nr.2025.94907334,https://doi.org/10.26599/nr.2025.94907334,low_relevance,1
2255,archive,openalex_only,OpenAlex,Preferential Bayesian optimization improves the efficiency of printing objects with subjective qualities,2025,Digital Discovery,10.1039/d4dd00320a,https://doi.org/10.1039/d4dd00320a,low_relevance,1
2256,archive,crossref_only,Crossref,Predictive Maintenance of Machine Tools Using Digital Twin,2025,Digital Twinning for Discrete Manufacturing,10.1201/9781003610151-13,https://doi.org/10.1201/9781003610151-13,low_relevance,1
2257,archive,crossref_only,Crossref,Possibilities and Principles of Formation of Functionally Graded Ceramic Armor by Additive Manufacturing,2025,Materials,10.3390/ma18184370,https://doi.org/10.3390/ma18184370,low_relevance,1
2258,archive,crossref_only,Crossref,Polymer-Graphene and Graphene Oxide Nanocomposites by Using 3D and 4D Printing for Multifunctional Applications,2025,Engineering Materials,10.1007/978-981-96-4214-4_7,https://doi.org/10.1007/978-981-96-4214-4_7,low_relevance,1
2259,archive,openalex_only,OpenAlex,Polymer-Based Smart Material in 4D Printing Applications,2025,Smart Wearable Technology,10.47852/bonviewswt52026450,https://doi.org/10.47852/bonviewswt52026450,low_relevance,1
2260,archive,crossref_only,Crossref,Polymer Blends and Reinforcements in 4D Printing,2025,4D Printing Technology,10.1002/9781394213795.ch6,https://doi.org/10.1002/9781394213795.ch6,low_relevance,1
2261,archive,crossref_only,Crossref,Path Planning Design for Robot Based Non-Planar Additive Manufacturing Case Study: Coronary Stent,2025,2025 9th International Conference on Mechanical Engineering and Robotics Research (ICMERR),10.1109/icmerr64601.2025.10949923,https://doi.org/10.1109/icmerr64601.2025.10949923,low_relevance,1
2262,archive,both_openalex_crossref,Crossref; OpenAlex,"Outgrowing the 3D: 4D Printing Technology as a Vessle for Lively, Responsive Spaces",2025,International Academic Conference on Places and Technologies,10.18485/arh_pt.2025.10.ch39,https://doi.org/10.18485/arh_pt.2025.10.ch39,low_relevance,1
2263,archive,crossref_only,Crossref,Optimization of the Production Process through Digital Twin Simulation,2025,International Journal of Modeling and Optimization,10.7763/ijmo.2025.v15.871,https://doi.org/10.7763/ijmo.2025.v15.871,low_relevance,1
2264,archive,crossref_only,Crossref,Optimization of Lightweight Components through Hybrid Topology Optimization and Generative Design in Additive Manufacturing,2025,Key Engineering Materials,10.4028/p-jwor8x,https://doi.org/10.4028/p-jwor8x,low_relevance,1
2265,archive,crossref_only,Crossref,Optimization of Functionally Graded Materials Using Additive Manufacturing: An Integrated Experimental and Computational Approach (Abbreviated Final Report),2025,Venue unknown,10.2172/3000821,https://doi.org/10.2172/3000821,low_relevance,1
2266,archive,crossref_only,Crossref,Optimization and scheduling of intelligent manufacturing workshop based on digital twin technology,2025,Procedia Computer Science,10.1016/j.procs.2025.05.160,https://doi.org/10.1016/j.procs.2025.05.160,low_relevance,1
2267,archive,crossref_only,Crossref,Open 5G Proof-of-Concept Testbed for All-Terrain Autonomous Vehicle Experimentation,2025,Volume 1: 27th International Conference on Advanced Vehicle Technologies (AVT),10.1115/detc2025-169777,https://doi.org/10.1115/detc2025-169777,low_relevance,1
2268,archive,openalex_only,OpenAlex,"Numerical modelling of wire arc additive manufacturing: methods, status, trends, and opportunities",2025,Journal of Physics D Applied Physics,10.1088/1361-6463/adb3b0,https://doi.org/10.1088/1361-6463/adb3b0,low_relevance,1
2269,archive,crossref_only,Crossref,Novel coaxial 3D printing for future foods: Multi-material structuring for functional and sustainable resource innovation,2025,Innovative Food Science &amp; Emerging Technologies,10.1016/j.ifset.2025.104087,https://doi.org/10.1016/j.ifset.2025.104087,low_relevance,1
2270,archive,openalex_only,OpenAlex,Noise-aware training of neuromorphic dynamic device networks,2025,Nature Communications,10.1038/s41467-025-64232-1,https://doi.org/10.1038/s41467-025-64232-1,low_relevance,1
2271,archive,crossref_only,Crossref,New horizons in dentistry and orthodontics with 4D printing technologies 4D printing and orthodontics,2025,Australasian Orthodontic Journal,10.2478/aoj-2025-0003,https://doi.org/10.2478/aoj-2025-0003,low_relevance,1
2272,archive,crossref_only,Crossref,Nesting and scheduling of multi-material parts in powder bed fusion additive manufacturing,2025,Venue unknown,10.2139/ssrn.5462354,https://doi.org/10.2139/ssrn.5462354,low_relevance,1
2273,archive,crossref_only,Crossref,Navigating Artificial Intelligence and Digital Twin for Smart Cities,2025,Driving Innovation through AI and Digital Twin for 6G Powered Sustainable Ultra Smart Cities,10.1002/9781394411320.ch1,https://doi.org/10.1002/9781394411320.ch1,low_relevance,1
2274,archive,crossref_only,Crossref,Nanomaterials Discovery Using AI-Based Technology Accelerators,2025,Advances in Computational Intelligence and Robotics,10.4018/979-8-3373-2883-6.ch005,https://doi.org/10.4018/979-8-3373-2883-6.ch005,low_relevance,1
2275,archive,openalex_only,OpenAlex,Multiphysics modelling of 3D concrete printing: From material model to process simulation and optimisation,2025,Additive manufacturing,10.1016/j.addma.2025.104847,https://doi.org/10.1016/j.addma.2025.104847,low_relevance,1
2276,archive,crossref_only,Crossref,Multimaterial additive manufacturing of sensors and actuators,2025,Multi-material Additive Manufacturing,10.1016/b978-0-443-29228-6.00014-1,https://doi.org/10.1016/b978-0-443-29228-6.00014-1,low_relevance,1
2277,archive,crossref_only,Crossref,Multimaterial additive manufacturing of polymers,2025,Multi-material Additive Manufacturing,10.1016/b978-0-443-29228-6.00008-6,https://doi.org/10.1016/b978-0-443-29228-6.00008-6,low_relevance,1
2278,archive,crossref_only,Crossref,Multimaterial additive manufacturing of metals and alloys,2025,Multi-material Additive Manufacturing,10.1016/b978-0-443-29228-6.00009-8,https://doi.org/10.1016/b978-0-443-29228-6.00009-8,low_relevance,1
2279,archive,crossref_only,Crossref,Multimaterial additive manufacturing methods and materials,2025,Multi-material Additive Manufacturing,10.1016/b978-0-443-29228-6.00005-0,https://doi.org/10.1016/b978-0-443-29228-6.00005-0,low_relevance,1
2280,archive,both_openalex_crossref,Crossref; OpenAlex,Multimaterial Microrobots for pH Sensing Fabricated Using Sequential 3D and 4D Printing with Automated Alignment,2025,Advanced Materials Technologies,10.1002/admt.202501075,https://doi.org/10.1002/admt.202501075,low_relevance,1
2281,archive,crossref_only,Crossref,Multimaterial 3D-printed polymers,2025,Multi-material Additive Manufacturing,10.1016/b978-0-443-29228-6.00010-4,https://doi.org/10.1016/b978-0-443-29228-6.00010-4,low_relevance,1
2282,archive,crossref_only,Crossref,Multimaterial 3D bioprinting,2025,Multi-material Additive Manufacturing,10.1016/b978-0-443-29228-6.00011-6,https://doi.org/10.1016/b978-0-443-29228-6.00011-6,low_relevance,1
2283,archive,crossref_only,Crossref,Multifunctional Polymer Nanocomposites for 3D and 4D Printing: Idea of 6D Printing,2025,Engineering Materials,10.1007/978-981-96-4214-4_17,https://doi.org/10.1007/978-981-96-4214-4_17,low_relevance,1
2284,archive,crossref_only,Crossref,MultiMag: pioneering the future of electric motors with multi-material additive manufacturing,2025,The Project Repository Journal,10.54050/prj2423618,https://doi.org/10.54050/prj2423618,low_relevance,1
2285,archive,crossref_only,Crossref,MultiMag: advancing electric motor design with multi-material additive manufacturing,2025,The Project Repository Journal,10.54050/prj2524082,https://doi.org/10.54050/prj2524082,low_relevance,1
2286,archive,crossref_only,Crossref,Multi-wavelength centrifugal processing enables 3D printing of functionally graded medical devices: Construction and validation of mechanically tunable orthodontic aligners,2025,Additive Manufacturing,10.1016/j.addma.2025.104930,https://doi.org/10.1016/j.addma.2025.104930,low_relevance,1
2287,archive,crossref_only,Crossref,Multi-material top-down vat photopolymerization 3D printing based on liquid surface supported printing,2025,Additive Manufacturing,10.1016/j.addma.2025.105008,https://doi.org/10.1016/j.addma.2025.105008,low_relevance,1
2288,archive,crossref_only,Crossref,Multi-material printing to simultaneously enhance interlayer and flexural performance in 3D concrete printing,2025,Proceedings of the 12th International Conference on Fracture Mechanics for Concrete and Concrete Structures,10.21012/fc12.1140,https://doi.org/10.21012/fc12.1140,low_relevance,1
2289,archive,crossref_only,Crossref,Multi-material printing of 3D heterogeneous structures with embedded microscale conductive features for electromagnetic function,2025,Additive Manufacturing,10.1016/j.addma.2025.104890,https://doi.org/10.1016/j.addma.2025.104890,low_relevance,1
2290,archive,crossref_only,Crossref,Multi-material laser powder bed fusion additive manufacturing of a bimodal laminate heterostructure with Cu-base and Ni-base alloys,2025,CIRP Journal of Manufacturing Science and Technology,10.1016/j.cirpj.2025.09.009,https://doi.org/10.1016/j.cirpj.2025.09.009,low_relevance,1
2291,archive,crossref_only,Crossref,Multi-material laser powder bed fusion (MM-LPBF) additive manufacturing of dual-phase heterostructure steel,2025,CIRP Journal of Manufacturing Science and Technology,10.1016/j.cirpj.2025.07.001,https://doi.org/10.1016/j.cirpj.2025.07.001,low_relevance,1
2292,archive,crossref_only,Crossref,Multi-material functionally graded additive manufacturing of zirconia ceramic: A systematic review,2025,Open Ceramics,10.1016/j.oceram.2025.100741,https://doi.org/10.1016/j.oceram.2025.100741,low_relevance,1
2293,archive,crossref_only,Crossref,Multi-material additive manufacturing: a computational design perspective,2025,Virtual and Physical Prototyping,10.1080/17452759.2025.2546671,https://doi.org/10.1080/17452759.2025.2546671,low_relevance,1
2294,archive,crossref_only,Crossref,Multi-material additive manufacturing of metals: A review of structures and mechanical characteristics,2025,Engineering Science in Additive Manufacturing,10.36922/esam025180010,https://doi.org/10.36922/esam025180010,low_relevance,1
2295,archive,crossref_only,Crossref,Multi-material additive manufacturing of Yoshimura origami triangulated cylinder,2025,Progress in Additive Manufacturing,10.1007/s40964-025-01080-x,https://doi.org/10.1007/s40964-025-01080-x,low_relevance,1
2296,archive,crossref_only,Crossref,Multi-material additive manufacturing methods and materials,2025,Multi-material Additive Manufacturing,10.1016/b978-0-443-29228-6.00007-4,https://doi.org/10.1016/b978-0-443-29228-6.00007-4,low_relevance,1
2297,archive,crossref_only,Crossref,Multi-material additive manufacturing and future scope and expected progress,2025,Multi-material Additive Manufacturing,10.1016/b978-0-443-29228-6.00016-5,https://doi.org/10.1016/b978-0-443-29228-6.00016-5,low_relevance,1
2298,archive,crossref_only,Crossref,Multi-material Metal Additive Manufacturing Approaches Based On Binder Jetting And Co-sintering,2025,Euro PM2025 Proceedings,10.59499/ep256767602,https://doi.org/10.59499/ep256767602,low_relevance,1
2299,archive,crossref_only,Crossref,Multi-material Additive Manufacturing,2025,Venue unknown,10.1016/c2023-0-51837-3,https://doi.org/10.1016/c2023-0-51837-3,low_relevance,1
2300,archive,both_openalex_crossref,Crossref; OpenAlex,Multi-material 4D printing employing stimuli-responsive polymer composites using vat photopolymerization,2025,Virtual and Physical Prototyping,10.1080/17452759.2024.2444576,https://doi.org/10.1080/17452759.2024.2444576,low_relevance,1
2301,archive,crossref_only,Crossref,Multi-material 4D printing and 3D patterned metallization enables smart architectures,2025,Composites Part B: Engineering,10.1016/j.compositesb.2025.112218,https://doi.org/10.1016/j.compositesb.2025.112218,low_relevance,1
2302,archive,crossref_only,Crossref,Multi-material 3D printing of continuous carbon fibre reinforced thermoset composites with tailored fibre paths and bespoke conforming thermoplastic moulds,2025,Composites Part B: Engineering,10.1016/j.compositesb.2025.112373,https://doi.org/10.1016/j.compositesb.2025.112373,low_relevance,1
2303,archive,crossref_only,Crossref,Multi-fidelity digital twin based optimization for aircraft overhaul shop scheduling,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.07.018,https://doi.org/10.1016/j.jmsy.2025.07.018,low_relevance,1
2304,archive,crossref_only,Crossref,"Multi-Material Vat Photopolymerization 3D Printing: A Brief Review of Technology, Design, and Process",2025,Digital Product Design and Manufacturing,10.1201/9781003518198-4,https://doi.org/10.1201/9781003518198-4,low_relevance,1
2305,archive,crossref_only,Crossref,Multi-Material Ink Direct Writing System with Material Switching Optimization,2025,3D Printing and Additive Manufacturing,10.1089/3dp.2025.0043,https://doi.org/10.1089/3dp.2025.0043,low_relevance,1
2306,archive,crossref_only,Crossref,Multi-Material Fused Filament Fabrication of TPU Composite Honeycombs Featuring Out-of-Plane Gradient Stiffness,2025,Journal of Composites Science,10.3390/jcs9110588,https://doi.org/10.3390/jcs9110588,low_relevance,1
2307,archive,crossref_only,Crossref,Multi-Material Extrusion Based 3D Printing of Hybrid Scaffolds for Tissue Engineering Application,2025,Venue unknown,10.20944/preprints202512.1174.v1,https://doi.org/10.20944/preprints202512.1174.v1,low_relevance,1
